metrica,valor
UC_baseline,0.33126935746303854
UC_omega,0.08325573708534945
melhoria_abs,-0.2480136203776891
melhoria_%,-74.86766125217642
mean_coh,0.2570903541140104
tag14_pass_rate,0.0
breath_factor,0.7445464672332902
freq_factor,0.43494724099414306
