janela_id,coerencia_media,passou
0,0.5344951920026851,False
1,0.43116393476917625,False
2,0.5012450857301178,False
3,0.5681896059998034,False
4,0.46335028373571124,False
5,0.45083924223145294,False
6,0.5621744049621576,False
7,0.03030388283208656,False
8,0.19878706765449783,False
9,-0.054711083692601435,False
10,0.22887266373314927,False
11,-0.012019985289567806,False
12,-0.1803147516205815,False
13,-0.12311058545194153,False
