t_norm_0_1,coherence_baseline,coherence_omega,entropy_baseline,entropy_omega
0.5547619047619048,0.08140423327034092,0.3696852607886665,0.9171076992192614,0.6214372464227124
0.555952380952381,0.08132437033361269,0.3692088155736953,0.9171470928929529,0.6216722606621006
0.5571428571428572,0.08124308531181008,0.3687238865030494,0.9171882507327147,0.6219177995392865
0.5583333333333333,0.0811603963962267,0.3682305821020991,0.917231163527571,0.6221738081035583
0.5595238095238095,0.08107632209234246,0.3677290127705832,0.9172758216737937,0.6224402290611263
0.5607142857142857,0.08099088121568218,0.36721929075790216,0.9173222151770516,0.6227170027879447
0.5619047619047619,0.08090409288760471,0.366701530137997,0.9173703336546464,0.6230040673430557
0.5630952380952381,0.08081597653102365,0.3661758467838199,0.9174201663378372,0.6233013584824509
0.5642857142857144,0.08072655186606058,0.3656423583414022,0.9174717020742497,0.62360880967345
0.5654761904761906,0.08063583890563175,0.3651011842035258,0.9175249293303729,0.6239263521095894
0.5666666666666668,0.08054385795096929,0.3645524454830034,0.9175798361941394,0.6242539147260215
0.567857142857143,0.0804506295870778,0.36399626498557397,0.917636410377592,0.6245914242154187
0.5690476190476191,0.08035617467812761,0.36343276718241907,0.9176946392196333,0.6249388050443794
0.5702380952380953,0.08026051436278535,0.36286207818230704,0.9177545096888593,0.6252959794703318
0.5714285714285715,0.08016367004948324,0.3622843257033697,0.9178160083864756,0.6256628675589324
0.5726190476190477,0.080065663411628,0.3616996390445201,0.9178791215492965,0.6260393872019553
0.5738095238095239,0.07996651638275032,0.3611081490565158,0.9179438350528245,0.6264254541356677
0.5750000000000001,0.0798662511515963,0.36050998811267443,0.9180101344144118,0.6268209819596876
0.5761904761904763,0.07976489015716165,0.3599052900792495,0.9180780047965016,0.6272258821563199
0.5773809523809524,0.07966245608366998,0.35929419028547166,0.9181474310099478,0.6276400641103668
0.5785714285714286,0.07955897185549601,0.35867682549326213,0.9182183975174153,0.6280634351294061
0.5797619047619048,0.07945446063203539,0.3580533338666264,0.9182908884368567,0.6284959004645371
0.580952380952381,0.0793489458025215,0.35742385494073303,0.9183648875450666,0.6289373633315831
0.5821428571428572,0.0792424509807912,0.35678852959068647,0.9184403782813126,0.6293877249327532
0.5833333333333334,0.07913500000000001,0.35614749999999995,0.9185173437510413,0.6298468844787513
0.5845238095238096,0.07902661690728838,0.35550090962877495,0.918595766729659,0.6303147392113335
0.5857142857142857,0.07891732595840008,0.35484890318159557,0.9186756296663873,0.6307911844263048
0.5869047619047619,0.07880715161225377,0.35419162657514414,0.9187569146881899,0.6312761134969507
0.5880952380952381,0.07869611852546922,0.35352922690554534,0.9188396036037733,0.631769417897901
0.5892857142857143,0.07858425154684927,0.35286185241544704,0.9189236779076575,0.6322709872294168
0.5904761904761905,0.07847157571181869,0.3521896524608438,0.9190091187843178,0.6327807092420978
0.5916666666666667,0.07835811623682142,0.35151277747765186,0.9190959071123953,0.633298469862003
0.5928571428571429,0.07824389851367719,0.3508313789480417,0.9191840234689763,0.6338241532161801
0.594047619047619,0.0781289481038989,0.35014560936653727,0.9192734481339394,0.6343576416585979
0.5952380952380953,0.07801329073297206,0.34945562220588794,0.9193641610943682,0.6348988157964742
0.5964285714285715,0.07789695228459757,0.3487615718827222,0.9194561420490307,0.6354475545169966
0.5976190476190477,0.07777995879489898,0.34806361372298966,0.9195493704129222,0.6360037350144261
0.5988095238095239,0.07766233644659565,0.3473619039271993,0.9196438253218724,0.6365672328175809
0.6000000000000001,0.07754411156314331,0.34665659953546296,0.9197394856372146,0.6371379218176929
0.6011904761904763,0.07742531060284283,0.3459478583923498,0.9198363299505168,0.6377156742966303
0.6023809523809525,0.077305960152919,0.3452358391115617,0.919934336588372,0.6383003609554798
0.6035714285714286,0.0771860869235704,0.3445207010404358,0.9200334836172497,0.6388918509434842
0.6047619047619048,0.07706571774199175,0.34380260422428327,0.9201337488484037,0.6394900118873256
0.605952380952381,0.0769448795463701,0.3430817093705716,0.9202351098428383,0.6400947099207506
0.6071428571428572,0.0768235993798561,0.34235817781295896,0.92033754391633,0.6407058097145284
0.6083333333333334,0.07670190438451194,0.3416321714751885,0.920441028144504,0.6413231745067378
0.6095238095238096,0.07657982179523695,0.34090385283485,0.9205455393679646,0.6419466661333736
0.6107142857142858,0.07645737893367265,0.34017338488701815,0.9206510541974785,0.642576145059267
0.611904761904762,0.0763346032020881,0.33944093110777523,0.9207575490192088,0.6432114704093135
0.6130952380952381,0.07621152207724753,0.33870665541762496,0.920865,0.6438525
0.6142857142857143,0.07608816310426107,0.33797072214480833,0.9209733830927116,0.6444990903712251
0.6154761904761905,0.07596455389042024,0.3372332959885274,0.9210826740415999,0.6451510968184044
0.6166666666666667,0.07584072209901956,0.336494541982086,0.9211928483877463,0.6458083734248559
0.6178571428571429,0.0757166954431656,0.33575462545595613,0.9213038814745308,0.6464707730944547
0.6190476190476191,0.07559250167957492,0.3350137120007773,0.9214157484531508,0.647138147584553
0.6202380952380953,0.07546816860236213,0.3342719674302984,0.9215284242881813,0.6478103475391561
0.6214285714285714,0.0753437240368198,0.33352955774426885,0.9216418837631786,0.6484872225223481
0.6226190476190476,0.07521919583319109,0.3327866490912882,0.9217561014863228,0.6491686210519583
0.6238095238095238,0.07509461186043714,0.33204340773162355,0.9218710518961011,0.6498543906334627
0.6250000000000001,0.07497,0.33129999999999993,0.921986709267028,0.650544377794112
0.6261904761904763,0.07484538813956285,0.3305565922683764,0.9221030477154024,0.6512384281172778
0.6273809523809525,0.0747208041668089,0.32981335090871167,0.922220041205101,0.6519363862770103
0.6285714285714287,0.0745962759631802,0.32907044225573107,0.9223376635534044,0.6526380960728007
0.6297619047619049,0.07447183139763787,0.32832803256970144,0.9224558884368567,0.6533434004645371
0.630952380952381,0.07434749832042509,0.32758628799922257,0.9225746893971571,0.6540521416076501
0.6321428571428572,0.07422330455683439,0.3268453745440438,0.922694039847081,0.6547641608884383
0.6333333333333334,0.07409927790098045,0.3261054580179139,0.9228139130764296,0.6554792989595641
0.6345238095238096,0.07397544610957976,0.3253667040114725,0.9229342822580082,0.6561973957757168
0.6357142857142858,0.07385183689573893,0.3246292778551915,0.9230551204536299,0.6569182906294284
0.636904761904762,0.07372847792275246,0.32389334458237495,0.9231764006201439,0.657641822187041
0.6380952380952382,0.07360539679791189,0.3231590688922247,0.923298095615488,0.6583678285248116
0.6392857142857143,0.07348262106632736,0.3224266151129817,0.9234201782047631,0.65909614716515
0.6404761904761905,0.07336017820476304,0.32169614716514994,0.9235426210663273,0.6598266151129819
0.6416666666666667,0.07323809561548805,0.3209678285248114,0.9236653967979119,0.6605590688922247
0.6428571428571429,0.07311640062014389,0.3202418221870409,0.9237884779227524,0.661293344582375
0.6440476190476191,0.07299512045362991,0.3195182906294283,0.923911836895739,0.6620292778551917
0.6452380952380953,0.07287428225800824,0.3187973957757166,0.9240354461095798,0.6627667040114726
0.6464285714285715,0.0727539130764296,0.31807929895956405,0.9241592779009804,0.663505458017914
0.6476190476190476,0.072634039847081,0.31736416088843816,0.9242833045568344,0.6642453745440439
0.6488095238095238,0.07251468939715716,0.3166521416076501,0.9244074983204251,0.6649862879992228
0.65,0.07239588843685668,0.315943400464537,0.9245318313976378,0.6657280325697016
0.6511904761904762,0.07227766355340436,0.31523809607280057,0.9246562759631802,0.6664704422557312
0.6523809523809524,0.07216004120510103,0.31453638627701025,0.9247808041668089,0.6672133509087118
0.6535714285714286,0.07204304771540242,0.31383842811727763,0.9249053881395628,0.6679565922683764
0.6547619047619048,0.07192670926702793,0.31314437779411197,0.92503,0.6687000000000001
0.6559523809523811,0.0718110518961011,0.31245439063346264,0.9251546118604371,0.6694434077316236
0.6571428571428573,0.07169610148632281,0.3117686210519582,0.9252791958331911,0.6701866490912883
0.6583333333333334,0.07158188376317857,0.311087222522348,0.9254037240368198,0.6709295577442689
0.6595238095238096,0.07146842428818131,0.3104103475391561,0.9255281686023621,0.6716719674302986
0.6607142857142858,0.07135574845315074,0.30973814758455287,0.9256525016795749,0.6724137120007774
0.661904761904762,0.07124388147453077,0.3090707730944546,0.9257766954431657,0.6731546254559562
0.6630952380952382,0.07113284838774622,0.3084083734248558,0.9259007220990195,0.6738945419820861
0.6642857142857144,0.07102267404159991,0.3077510968184043,0.9260245538904203,0.6746332959885275
0.6654761904761906,0.07091338309271163,0.3070990903712249,0.9261481631042611,0.6753707221448084
0.6666666666666667,0.07080499999999999,0.30645249999999996,0.9262715220772475,0.676106655417625
0.6678571428571429,0.0706975490192088,0.30581147040931345,0.9263946032020881,0.6768409311077753
0.6690476190476191,0.07059105419747849,0.30517614505926693,0.9265173789336727,0.6775733848870182
0.6702380952380953,0.07048553936796462,0.3045466661333735,0.926639821795237,0.6783038528348501
0.6714285714285715,0.07038102814450399,0.3039231745067377,0.9267619043845119,0.6790321714751886
0.6726190476190477,0.07027754391633002,0.30330580971452825,0.9268835993798561,0.6797581778129591
0.6738095238095239,0.07017510984283834,0.3026947099207504,0.9270048795463701,0.6804817093705717
0.675,0.0700737488484037,0.30209001188732554,0.9271257177419918,0.6812026042242834
0.6761904761904762,0.06997348361724967,0.3014918509434841,0.9272460869235704,0.681920701040436
0.6773809523809524,0.069874336588372,0.30090036095547973,0.9273659601529189,0.6826358391115619
0.6785714285714286,0.06977632995051676,0.3003156742966302,0.9274853106028429,0.6833478583923499
0.6797619047619048,0.06967948563721466,0.2997379218176929,0.9276041115631433,0.684056599535463
0.680952380952381,0.06958382532187239,0.2991672328175808,0.9277223364465956,0.6847619039271995
0.6821428571428572,0.06948937041292219,0.29860373501442594,0.927839958794899,0.6854636137229897
0.6833333333333333,0.06939614204903072,0.2980475545169965,0.9279569522845976,0.6861615718827223
0.6845238095238095,0.06930416109436824,0.29749881579647414,0.9280732907329721,0.686855622205888
0.6857142857142857,0.06921344813393943,0.2969576416585977,0.928188948103899,0.6875456093665373
0.686904761904762,0.06912402346897634,0.29642415321618,0.9283038985136772,0.6882313789480419
0.6880952380952382,0.0690359071123953,0.29589846986200286,0.9284181162368215,0.688912777477652
0.6892857142857144,0.06894911878431782,0.2953807092420977,0.9285315757118187,0.6895896524608439
0.6904761904761906,0.06886367790765754,0.29487098722941674,0.9286442515468493,0.6902618524154471
0.6916666666666668,0.0687796036037733,0.29436941789790083,0.9287561185254692,0.6909292269055454
0.692857142857143,0.06869691468818992,0.2938761134969505,0.9288671516122537,0.6915916265751443
0.6940476190476191,0.06861562966638732,0.2933911844263046,0.9289773259584001,0.6922489031815957
0.6952380952380953,0.06853576672965908,0.2929147392113335,0.9290866169072883,0.692900909628775
0.6964285714285715,0.0684573437510413,0.2924468844787512,0.929195,0.6935475
0.6976190476190477,0.06838037828131267,0.2919877249327531,0.9293024509807912,0.6941885295906866
0.6988095238095239,0.06830488754506665,0.2915373633315831,0.9294089458025215,0.6948238549407331
0.7000000000000001,0.06823088843685668,0.291095900464537,0.9295144606320354,0.6954533338666264
0.7011904761904763,0.06815839751741529,0.29066343512940607,0.929618971855496,0.6960768254932623
0.7023809523809524,0.06808743100994777,0.29024006411036657,0.92972245608367,0.6966941902854717
0.7035714285714286,0.06801800479650155,0.2898258821563198,0.9298248901571616,0.6973052900792496
0.7047619047619048,0.06795013441441185,0.28942098195968746,0.9299262511515963,0.6979099881126745
0.705952380952381,0.06788383505282447,0.2890254541356676,0.9300265163827504,0.6985081490565159
0.7071428571428572,0.06781912154929645,0.28863938720195526,0.930125663411628,0.6990996390445203
0.7083333333333334,0.06775600838647564,0.28826286755893227,0.9302236700494833,0.6996843257033698
0.7095238095238096,0.06769450968885932,0.2878959794703317,0.9303205143627853,0.7002620781823071
0.7107142857142857,0.06763463921963338,0.2875388050443794,0.9304161746781276,0.7008327671824193
0.7119047619047619,0.06757641037759207,0.28719142421541866,0.9305106295870778,0.7013962649855741
0.7130952380952381,0.06751983619413941,0.28685391472602134,0.9306038579509692,0.7019524454830035
0.7142857142857143,0.06746492933037286,0.28652635210958927,0.9306958389056318,0.7025011842035258
0.7154761904761905,0.0674117020742497,0.2862088096734499,0.9307865518660605,0.7030423583414023
0.7166666666666668,0.06736016633783713,0.2859013584824509,0.9308759765310237,0.70357584678382
0.717857142857143,0.06731033365464642,0.2856040673430556,0.9309640928876047,0.7041015301379971
0.7190476190476192,0.06726221517705161,0.2853170027879447,0.9310508812156821,0.7046192907579023
0.7202380952380953,0.06721582167379378,0.28504022906112625,0.9311363220923424,0.7051290127705833
0.7214285714285715,0.06717116352757099,0.28477380810355823,0.9312203963962267,0.7056305821020992
0.7226190476190477,0.06712825073271468,0.28451779953928635,0.93130308531181,0.7061238865030495
0.7238095238095239,0.06708709289295296,0.2842722606621005,0.9313843703336127,0.7066088155736954
0.7250000000000001,0.06704769921926138,0.2840372464227123,0.9314642332703409,0.7070852607886665
0.7261904761904763,0.06701007852780144,0.2838128094164577,0.9315426562489587,0.7075531155212488
0.7273809523809525,0.06697423923794774,0.2835989998715261,0.9316196217186873,0.7080122750672468
0.7285714285714286,0.06694018937040355,0.28339586563771957,0.9316951124549333,0.7084626366684169
0.7297619047619048,0.06690793654540594,0.2832034521757441,0.9317691115631433,0.708904099535463
0.730952380952381,0.06687748798102042,0.2830218025470359,0.9318416024825847,0.7093365648705939
0.7321428571428572,0.06684885049152542,0.28285095740412425,0.9319125689900523,0.7097599358896334
0.7333333333333334,0.0668220304858874,0.2826909549815335,0.9319819952034984,0.7101741178436802
0.7345238095238096,0.06679703396632654,0.2825418310872266,0.9320498655855881,0.7105790180403125
0.7357142857142858,0.06677386652697341,0.2824036190945911,0.9321161649471755,0.7109745458643324
0.736904761904762,0.06675253335261706,0.2822763499349706,0.9321808784507035,0.7113606127980447
0.7380952380952381,0.06673303921754468,0.2821600520907422,0.9322439916135243,0.7117371324410677
0.7392857142857143,0.06671538848447311,0.28205475158894244,0.9323054903111407,0.7121040205296683
0.7404761904761905,0.0666995851035725,0.2819604719954424,0.9323653607803666,0.7124611949556205
0.7416666666666667,0.06668563261158228,0.2818772344096736,0.9324235896224079,0.7128085757845813
0.7428571428571429,0.06667353413101966,0.2818050574599066,0.9324801638058606,0.7131460852739786
0.7440476190476191,0.06666329236948078,0.28174395729908125,0.9325350706696272,0.7134736478904107
0.7452380952380953,0.06665490961903477,0.2816939476011924,0.9325882979257503,0.7137911903265501
0.7464285714285714,0.06664838775571084,0.28165503955822935,0.9326398336621629,0.7140986415175491
0.7476190476190477,0.06664372823907841,0.2816272418776713,0.9326896663453536,0.7143959326569445
0.7488095238095239,0.06664093211192042,0.2816105607805384,0.9327377848229483,0.7146829972120553
0.7500000000000001,0.07497000000000001,0.314735,0.9327841783262062,0.7149597709388738
0.7511904761904763,0.07504933333333334,0.3150505238095238,0.932828836472429,0.7152261918964418
